Company Name,Exchange:Ticker,Industry Group,Primary Sector,SIC Code,Country,Broad Group
"Mineralys Therapeutics, Inc. (NasdaqGS:MLYS)",NasdaqGS:MLYS,Drugs (Biotechnology),Health Care,2834,United States,United States
"Minerva Neurosciences, Inc. (NasdaqCM:NERV)",NasdaqCM:NERV,Drugs (Biotechnology),Health Care,2836,United States,United States
"MiNK Therapeutics, Inc. (NasdaqCM:INKT)",NasdaqCM:INKT,Drugs (Biotechnology),Health Care,2836,United States,United States
"Mirati Therapeutics, Inc. (NasdaqGS:MRTX)",NasdaqGS:MRTX,Drugs (Biotechnology),Health Care,2836,United States,United States
"Mirum Pharmaceuticals, Inc. (NasdaqGM:MIRM)",NasdaqGM:MIRM,Drugs (Biotechnology),Health Care,2836,United States,United States
"Moderna, Inc. (NasdaqGS:MRNA)",NasdaqGS:MRNA,Drugs (Biotechnology),Health Care,2836,United States,United States
"Molecular Templates, Inc. (NasdaqCM:MTEM)",NasdaqCM:MTEM,Drugs (Biotechnology),Health Care,2836,United States,United States
"Moleculin Biotech, Inc. (NasdaqCM:MBRX)",NasdaqCM:MBRX,Drugs (Biotechnology),Health Care,2836,United States,United States
Monopar Therapeutics Inc. (NasdaqCM:MNPR),NasdaqCM:MNPR,Drugs (Biotechnology),Health Care,2836,United States,United States
"Monte Rosa Therapeutics, Inc. (NasdaqGS:GLUE)",NasdaqGS:GLUE,Drugs (Biotechnology),Health Care,2830,United States,United States
"Morphic Holding, Inc. (NasdaqGM:MORF)",NasdaqGM:MORF,Drugs (Biotechnology),Health Care,2836,United States,United States
"Mosaic ImmunoEngineering, Inc. (OTCPK:CPMV)",OTCPK:CPMV,Drugs (Biotechnology),Health Care,2836,United States,United States
"Mustang Bio, Inc. (NasdaqCM:MBIO)",NasdaqCM:MBIO,Drugs (Biotechnology),Health Care,2836,United States,United States
"Myrexis, Inc. (OTCPK:MYRX)",OTCPK:MYRX,Drugs (Biotechnology),Health Care,2836,United States,United States
"Myriad Genetics, Inc. (NasdaqGS:MYGN)",NasdaqGS:MYGN,Drugs (Biotechnology),Health Care,2835,United States,United States
"NanoViricides, Inc. (NYSEAM:NNVC)",NYSEAM:NNVC,Drugs (Biotechnology),Health Care,2836,United States,United States
"Nascent Biotech, Inc. (OTCPK:NBIO)",OTCPK:NBIO,Drugs (Biotechnology),Health Care,2836,United States,United States
"Natera, Inc. (NasdaqGS:NTRA)",NasdaqGS:NTRA,Drugs (Biotechnology),Health Care,8071,United States,United States
"Navidea Biopharmaceuticals, Inc. (OTCPK:NAVB)",OTCPK:NAVB,Drugs (Biotechnology),Health Care,2835,United States,United States
"NeuBase Therapeutics, Inc. (NasdaqCM:NBSE)",NasdaqCM:NBSE,Drugs (Biotechnology),Health Care,2836,United States,United States
"NeuroBo Pharmaceuticals, Inc. (NasdaqCM:NRBO)",NasdaqCM:NRBO,Drugs (Biotechnology),Health Care,2836,United States,United States
"Neurocrine Biosciences, Inc. (NasdaqGS:NBIX)",NasdaqGS:NBIX,Drugs (Biotechnology),Health Care,2836,United States,United States
Neurogene Inc. (NasdaqGM:NGNE),NasdaqGM:NGNE,Drugs (Biotechnology),Health Care,2836,United States,United States
"NexImmune, Inc. (NasdaqCM:NEXI)",NasdaqCM:NEXI,Drugs (Biotechnology),Health Care,2836,United States,United States
"NextCure, Inc. (NasdaqGS:NXTC)",NasdaqGS:NXTC,Drugs (Biotechnology),Health Care,2836,United States,United States
"NightHawk Biosciences, Inc. (NYSEAM:NHWK)",NYSEAM:NHWK,Drugs (Biotechnology),Health Care,2836,United States,United States
"Nkarta, Inc. (NasdaqGS:NKTX)",NasdaqGS:NKTX,Drugs (Biotechnology),Health Care,2836,United States,United States
"NKGen Biotech, Inc. (NasdaqGM:NKGN)",NasdaqGM:NKGN,Drugs (Biotechnology),Health Care,2836,United States,United States
"Northwest Biotherapeutics, Inc. (OTCPK:NWBO)",OTCPK:NWBO,Drugs (Biotechnology),Health Care,2834,United States,United States
"Notable Labs, Ltd. (NasdaqCM:NTBL)",NasdaqCM:NTBL,Drugs (Biotechnology),Health Care,2836,United States,United States
NovAccess Global Inc. (OTCPK:XSNX),OTCPK:XSNX,Drugs (Biotechnology),Health Care,2836,United States,United States
"Novavax, Inc. (NasdaqGS:NVAX)",NasdaqGS:NVAX,Drugs (Biotechnology),Health Care,2836,United States,United States
NovelStem International Corp. (OTCPK:NSTM),OTCPK:NSTM,Drugs (Biotechnology),Health Care,2835,United States,United States
"Nuo Therapeutics, Inc. (OTCPK:AURX)",OTCPK:AURX,Drugs (Biotechnology),Health Care,3841,United States,United States
"Nurix Therapeutics, Inc. (NasdaqGM:NRIX)",NasdaqGM:NRIX,Drugs (Biotechnology),Health Care,2836,United States,United States
"Nuvalent, Inc. (NasdaqGS:NUVL)",NasdaqGS:NUVL,Drugs (Biotechnology),Health Care,2836,United States,United States
"Nuvectis Pharma, Inc. (NasdaqCM:NVCT)",NasdaqCM:NVCT,Drugs (Biotechnology),Health Care,2836,United States,United States
"Ocean Biomedical, Inc. (NasdaqCM:OCEA)",NasdaqCM:OCEA,Drugs (Biotechnology),Health Care,2836,United States,United States
"Ocugen, Inc. (NasdaqCM:OCGN)",NasdaqCM:OCGN,Drugs (Biotechnology),Health Care,2836,United States,United States
"Olema Pharmaceuticals, Inc. (NasdaqGS:OLMA)",NasdaqGS:OLMA,Drugs (Biotechnology),Health Care,2836,United States,United States
"Omega Therapeutics, Inc. (NasdaqGS:OMGA)",NasdaqGS:OMGA,Drugs (Biotechnology),Health Care,2836,United States,United States
OncoCyte Corporation (NasdaqCM:OCX),NasdaqCM:OCX,Drugs (Biotechnology),Health Care,2836,United States,United States
"Onconetix, Inc. (NasdaqCM:ONCO)",NasdaqCM:ONCO,Drugs (Biotechnology),Health Care,2836,United States,United States
"Oncorus, Inc. (OTCPK:ONCR)",OTCPK:ONCR,Drugs (Biotechnology),Health Care,2836,United States,United States
"Oncotelic Therapeutics, Inc. (OTCPK:OTLC)",OTCPK:OTLC,Drugs (Biotechnology),Health Care,2836,United States,United States
"Oncternal Therapeutics, Inc. (NasdaqCM:ONCT)",NasdaqCM:ONCT,Drugs (Biotechnology),Health Care,2836,United States,United States
"OpGen, Inc. (NasdaqCM:OPGN)",NasdaqCM:OPGN,Drugs (Biotechnology),Health Care,2835,United States,United States
"Oragenics, Inc. (NYSEAM:OGEN)",NYSEAM:OGEN,Drugs (Biotechnology),Health Care,2836,United States,United States
"Organicell Regenerative Medicine, Inc. (OTCPK:OCEL)",OTCPK:OCEL,Drugs (Biotechnology),Health Care,2836,United States,United States
Organogenesis Holdings Inc. (NasdaqCM:ORGO),NasdaqCM:ORGO,Drugs (Biotechnology),Health Care,2836,United States,United States
"Organovo Holdings, Inc. (NasdaqCM:ONVO)",NasdaqCM:ONVO,Drugs (Biotechnology),Health Care,2836,United States,United States
Orgenesis Inc. (NasdaqCM:ORGS),NasdaqCM:ORGS,Drugs (Biotechnology),Health Care,2836,United States,United States
"ORIC Pharmaceuticals, Inc. (NasdaqGS:ORIC)",NasdaqGS:ORIC,Drugs (Biotechnology),Health Care,2836,United States,United States
"Outlook Therapeutics, Inc. (NasdaqCM:OTLK)",NasdaqCM:OTLK,Drugs (Biotechnology),Health Care,2836,United States,United States
Ovid Therapeutics Inc. (NasdaqGS:OVID),NasdaqGS:OVID,Drugs (Biotechnology),Health Care,2836,United States,United States
"Palatin Technologies, Inc. (NYSEAM:PTN)",NYSEAM:PTN,Drugs (Biotechnology),Health Care,2836,United States,United States
"Panbela Therapeutics, Inc. (NasdaqCM:PBLA)",NasdaqCM:PBLA,Drugs (Biotechnology),Health Care,2836,United States,United States
Pasithea Therapeutics Corp. (NasdaqCM:KTTA),NasdaqCM:KTTA,Drugs (Biotechnology),Health Care,2836,United States,United States
"Passage Bio, Inc. (NasdaqGS:PASG)",NasdaqGS:PASG,Drugs (Biotechnology),Health Care,2836,United States,United States
PDS Biotechnology Corporation (NasdaqCM:PDSB),NasdaqCM:PDSB,Drugs (Biotechnology),Health Care,2836,United States,United States
"Peak Bio, Inc. (OTCPK:PKBO)",OTCPK:PKBO,Drugs (Biotechnology),Health Care,2836,United States,United States
PepGen Inc. (NasdaqGS:PEPG),NasdaqGS:PEPG,Drugs (Biotechnology),Health Care,2836,United States,United States
"Perspective Therapeutics, Inc. (NYSEAM:CATX)",NYSEAM:CATX,Drugs (Biotechnology),Health Care,2836,United States,United States
"PharmaCyte Biotech, Inc. (NasdaqCM:PMCB)",NasdaqCM:PMCB,Drugs (Biotechnology),Health Care,2836,United States,United States
Phio Pharmaceuticals Corp. (NasdaqCM:PHIO),NasdaqCM:PHIO,Drugs (Biotechnology),Health Care,2836,United States,United States
"Pieris Pharmaceuticals, Inc. (NasdaqCM:PIRS)",NasdaqCM:PIRS,Drugs (Biotechnology),Health Care,2836,United States,United States
"Plus Therapeutics, Inc. (NasdaqCM:PSTV)",NasdaqCM:PSTV,Drugs (Biotechnology),Health Care,2836,United States,United States
"PMV Pharmaceuticals, Inc. (NasdaqGS:PMVP)",NasdaqGS:PMVP,Drugs (Biotechnology),Health Care,2836,United States,United States
Polaris Group (TWSE:6550),TWSE:6550,Drugs (Biotechnology),Health Care,2836,United States,United States
"Poseida Therapeutics, Inc. (NasdaqGS:PSTX)",NasdaqGS:PSTX,Drugs (Biotechnology),Health Care,2836,United States,United States
"Praxis Precision Medicines, Inc. (NasdaqGS:PRAX)",NasdaqGS:PRAX,Drugs (Biotechnology),Health Care,2836,United States,United States
"Precigen, Inc. (NasdaqGS:PGEN)",NasdaqGS:PGEN,Drugs (Biotechnology),Health Care,2836,United States,United States
"Precision BioSciences, Inc. (NasdaqCM:DTIL)",NasdaqCM:DTIL,Drugs (Biotechnology),Health Care,2836,United States,United States
"Predictive Technology Group, Inc. (OTCPK:PRED)",OTCPK:PRED,Drugs (Biotechnology),Health Care,2836,United States,United States
Prelude Therapeutics Incorporated (NasdaqGS:PRLD),NasdaqGS:PRLD,Drugs (Biotechnology),Health Care,2836,United States,United States
"Premier Biomedical, Inc. (OTCPK:BIEI)",OTCPK:BIEI,Drugs (Biotechnology),Health Care,2836,United States,United States
"Prime Medicine, Inc. (NasdaqGM:PRME)",NasdaqGM:PRME,Drugs (Biotechnology),Health Care,2836,United States,United States
ProKidney Corp. (NasdaqCM:PROK),NasdaqCM:PROK,Drugs (Biotechnology),Health Care,2836,United States,United States
"Protagenic Therapeutics, Inc. (NasdaqCM:PTIX)",NasdaqCM:PTIX,Drugs (Biotechnology),Health Care,2836,United States,United States
"Protagonist Therapeutics, Inc. (NasdaqGM:PTGX)",NasdaqGM:PTGX,Drugs (Biotechnology),Health Care,2836,United States,United States
"Protalix BioTherapeutics, Inc. (NYSEAM:PLX)",NYSEAM:PLX,Drugs (Biotechnology),Health Care,2836,United States,United States
"Protara Therapeutics, Inc. (NasdaqGM:TARA)",NasdaqGM:TARA,Drugs (Biotechnology),Health Care,2836,United States,United States
"ProText Mobility, Inc. (OTCPK:TXTM)",OTCPK:TXTM,Drugs (Biotechnology),Health Care,2836,United States,United States
"ProtoKinetix, Incorporated (OTCPK:PKTX)",OTCPK:PKTX,Drugs (Biotechnology),Health Care,2836,United States,United States
"PTC Therapeutics, Inc. (NasdaqGS:PTCT)",NasdaqGS:PTCT,Drugs (Biotechnology),Health Care,2836,United States,United States
"Puma Biotechnology, Inc. (NasdaqGS:PBYI)",NasdaqGS:PBYI,Drugs (Biotechnology),Health Care,2836,United States,United States
PureTech Health plc (LSE:PRTC),LSE:PRTC,Drugs (Biotechnology),Health Care,2836,United States,United States
"Pyxis Oncology, Inc. (NasdaqGS:PYXS)",NasdaqGS:PYXS,Drugs (Biotechnology),Health Care,2836,United States,United States
Q BioMed Inc. (OTCPK:QBIO),OTCPK:QBIO,Drugs (Biotechnology),Health Care,2836,United States,United States
Qrons Inc. (OTCPK:QRON),OTCPK:QRON,Drugs (Biotechnology),Health Care,2836,United States,United States
"QSAM Biosciences, Inc. (OTCPK:QSAM)",OTCPK:QSAM,Drugs (Biotechnology),Health Care,2835,United States,United States
"Qualigen Therapeutics, Inc. (NasdaqCM:QLGN)",NasdaqCM:QLGN,Drugs (Biotechnology),Health Care,2836,United States,United States
"Quince Therapeutics, Inc. (NasdaqGS:QNCX)",NasdaqGS:QNCX,Drugs (Biotechnology),Health Care,2836,United States,United States
Rallybio Corporation (NasdaqGS:RLYB),NasdaqGS:RLYB,Drugs (Biotechnology),Health Care,2836,United States,United States
"RAPT Therapeutics, Inc. (NasdaqGM:RAPT)",NasdaqGM:RAPT,Drugs (Biotechnology),Health Care,2836,United States,United States
"RayzeBio, Inc. (NasdaqGM:RYZB)",NasdaqGM:RYZB,Drugs (Biotechnology),Health Care,2836,United States,United States
"Rebus Holdings, Inc. (OTCPK:RBSH)",OTCPK:RBSH,Drugs (Biotechnology),Health Care,2836,United States,United States
"Recursion Pharmaceuticals, Inc. (NasdaqGS:RXRX)",NasdaqGS:RXRX,Drugs (Biotechnology),Health Care,2836,United States,United States
"Regen BioPharma, Inc. (OTCPK:RGBP)",OTCPK:RGBP,Drugs (Biotechnology),Health Care,2836,United States,United States
"Regeneron Pharmaceuticals, Inc. (NasdaqGS:REGN)",NasdaqGS:REGN,Drugs (Biotechnology),Health Care,2834,United States,United States
"RegenETP, Inc. (OTCPK:RGTP.Q)",OTCPK:RGTP.Q,Drugs (Biotechnology),Health Care,2836,United States,United States
REGENXBIO Inc. (NasdaqGS:RGNX),NasdaqGS:RGNX,Drugs (Biotechnology),Health Care,2836,United States,United States
Regulus Therapeutics Inc. (NasdaqCM:RGLS),NasdaqCM:RGLS,Drugs (Biotechnology),Health Care,2836,United States,United States
"Relay Therapeutics, Inc. (NasdaqGM:RLAY)",NasdaqGM:RLAY,Drugs (Biotechnology),Health Care,2836,United States,United States
"Reneo Pharmaceuticals, Inc. (NasdaqGM:RPHM)",NasdaqGM:RPHM,Drugs (Biotechnology),Health Care,2836,United States,United States
Renovaro Biosciences Inc. (NasdaqCM:RENB),NasdaqCM:RENB,Drugs (Biotechnology),Health Care,2836,United States,United States
"RenovoRx, Inc. (NasdaqCM:RNXT)",NasdaqCM:RNXT,Drugs (Biotechnology),Health Care,2836,United States,United States
"Replimune Group, Inc. (NasdaqGS:REPL)",NasdaqGS:REPL,Drugs (Biotechnology),Health Care,2836,United States,United States
Retrieve Medical Holdings Inc (OTCPK:RMHI),OTCPK:RMHI,Drugs (Biotechnology),Health Care,2834,United States,United States
"Revelation Biosciences, Inc. (NasdaqCM:REVB)",NasdaqCM:REVB,Drugs (Biotechnology),Health Care,2836,United States,United States
"Revolution Medicines, Inc. (NasdaqGS:RVMD)",NasdaqGS:RVMD,Drugs (Biotechnology),Health Care,2836,United States,United States
"Rezolute, Inc. (NasdaqCM:RZLT)",NasdaqCM:RZLT,Drugs (Biotechnology),Health Care,2836,United States,United States
"Rhythm Pharmaceuticals, Inc. (NasdaqGM:RYTM)",NasdaqGM:RYTM,Drugs (Biotechnology),Health Care,2836,United States,United States
"Rigel Pharmaceuticals, Inc. (NasdaqGS:RIGL)",NasdaqGS:RIGL,Drugs (Biotechnology),Health Care,2834,United States,United States
"Rocket Pharmaceuticals, Inc. (NasdaqGM:RCKT)",NasdaqGM:RCKT,Drugs (Biotechnology),Health Care,2836,United States,United States
"Rubius Therapeutics, Inc. (OTCPK:RUBY)",OTCPK:RUBY,Drugs (Biotechnology),Health Care,2836,United States,United States
"SAB Biotherapeutics, Inc. (NasdaqCM:SABS)",NasdaqCM:SABS,Drugs (Biotechnology),Health Care,2836,United States,United States
"Sage Therapeutics, Inc. (NasdaqGM:SAGE)",NasdaqGM:SAGE,Drugs (Biotechnology),Health Care,2836,United States,United States
Sagimet Biosciences Inc. (NasdaqGM:SGMT),NasdaqGM:SGMT,Drugs (Biotechnology),Health Care,2836,United States,United States
"Salarius Pharmaceuticals, Inc. (NasdaqCM:SLRX)",NasdaqCM:SLRX,Drugs (Biotechnology),Health Care,2836,United States,United States
"Sana Biotechnology, Inc. (NasdaqGS:SANA)",NasdaqGS:SANA,Drugs (Biotechnology),Health Care,2836,United States,United States
"Sangamo Therapeutics, Inc. (NasdaqGS:SGMO)",NasdaqGS:SGMO,Drugs (Biotechnology),Health Care,2836,United States,United States
"Sarepta Therapeutics, Inc. (NasdaqGS:SRPT)",NasdaqGS:SRPT,Drugs (Biotechnology),Health Care,2836,United States,United States
Savara Inc. (NasdaqGS:SVRA),NasdaqGS:SVRA,Drugs (Biotechnology),Health Care,2834,United States,United States
Scholar Rock Holding Corporation (NasdaqGS:SRRK),NasdaqGS:SRRK,Drugs (Biotechnology),Health Care,2836,United States,United States
Scopus BioPharma Inc. (OTCPK:SCPS),OTCPK:SCPS,Drugs (Biotechnology),Health Care,2836,United States,United States
"SELLAS Life Sciences Group, Inc. (NasdaqCM:SLS)",NasdaqCM:SLS,Drugs (Biotechnology),Health Care,2836,United States,United States
"Sensei Biotherapeutics, Inc. (NasdaqGM:SNSE)",NasdaqGM:SNSE,Drugs (Biotechnology),Health Care,2836,United States,United States
"Senti Biosciences, Inc. (NasdaqGM:SNTI)",NasdaqGM:SNTI,Drugs (Biotechnology),Health Care,2836,United States,United States
"Sera Prognostics, Inc. (NasdaqGM:SERA)",NasdaqGM:SERA,Drugs (Biotechnology),Health Care,2835,United States,United States
"Seres Therapeutics, Inc. (NasdaqGS:MCRB)",NasdaqGS:MCRB,Drugs (Biotechnology),Health Care,2836,United States,United States
"Shattuck Labs, Inc. (NasdaqGS:STTK)",NasdaqGS:STTK,Drugs (Biotechnology),Health Care,2836,United States,United States
"Shuttle Pharmaceuticals Holdings, Inc. (NasdaqCM:SHPH)",NasdaqCM:SHPH,Drugs (Biotechnology),Health Care,2834,United States,United States
"Silo Pharma, Inc. (NasdaqCM:SILO)",NasdaqCM:SILO,Drugs (Biotechnology),Health Care,2836,United States,United States
Sio Gene Therapies Inc. (OTCPK:SIOX),OTCPK:SIOX,Drugs (Biotechnology),Health Care,2836,United States,United States
Sirnaomics Ltd. (SEHK:2257),SEHK:2257,Drugs (Biotechnology),Health Care,2836,United States,United States
"Skye Bioscience, Inc. (OTCPK:SKYE)",OTCPK:SKYE,Drugs (Biotechnology),Health Care,2834,United States,United States
"Soleno Therapeutics, Inc. (NasdaqCM:SLNO)",NasdaqCM:SLNO,Drugs (Biotechnology),Health Care,2834,United States,United States
Solid Biosciences Inc. (NasdaqGS:SLDB),NasdaqGS:SLDB,Drugs (Biotechnology),Health Care,2836,United States,United States
"Soligenix, Inc. (NasdaqCM:SNGX)",NasdaqCM:SNGX,Drugs (Biotechnology),Health Care,2834,United States,United States
"Sonnet BioTherapeutics Holdings, Inc. (NasdaqCM:SONN)",NasdaqCM:SONN,Drugs (Biotechnology),Health Care,2836,United States,United States
"Sorrento Therapeutics, Inc. (OTCPK:SRNE.Q)",OTCPK:SRNE.Q,Drugs (Biotechnology),Health Care,2836,United States,United States
"Spero Therapeutics, Inc. (NasdaqGS:SPRO)",NasdaqGS:SPRO,Drugs (Biotechnology),Health Care,2836,United States,United States
"SpringWorks Therapeutics, Inc. (NasdaqGS:SWTX)",NasdaqGS:SWTX,Drugs (Biotechnology),Health Care,2836,United States,United States
"Spruce Biosciences, Inc. (NasdaqGS:SPRB)",NasdaqGS:SPRB,Drugs (Biotechnology),Health Care,2836,United States,United States
"Spyre Therapeutics, Inc. (NasdaqCM:SYRE)",NasdaqCM:SYRE,Drugs (Biotechnology),Health Care,2836,United States,United States
SQZ Biotechnologies Company (OTCPK:SQZB),OTCPK:SQZB,Drugs (Biotechnology),Health Care,2836,United States,United States
"Statera Biopharma, Inc. (OTCPK:STAB)",OTCPK:STAB,Drugs (Biotechnology),Health Care,2834,United States,United States
"Stoke Therapeutics, Inc. (NasdaqGS:STOK)",NasdaqGS:STOK,Drugs (Biotechnology),Health Care,2836,United States,United States
Summit Therapeutics Inc. (NasdaqGM:SMMT),NasdaqGM:SMMT,Drugs (Biotechnology),Health Care,2836,United States,United States
"Sunshine Biopharma, Inc. (NasdaqCM:SBFM)",NasdaqCM:SBFM,Drugs (Biotechnology),Health Care,2836,United States,United States
"Surrozen, Inc. (NasdaqCM:SRZN)",NasdaqCM:SRZN,Drugs (Biotechnology),Health Care,2836,United States,United States
"Sutro Biopharma, Inc. (NasdaqGM:STRO)",NasdaqGM:STRO,Drugs (Biotechnology),Health Care,2836,United States,United States
"Synaptogenix, Inc. (NasdaqCM:SNPX)",NasdaqCM:SNPX,Drugs (Biotechnology),Health Care,2834,United States,United States
"Syndax Pharmaceuticals, Inc. (NasdaqGS:SNDX)",NasdaqGS:SNDX,Drugs (Biotechnology),Health Care,2836,United States,United States
"Synlogic, Inc. (NasdaqCM:SYBX)",NasdaqCM:SYBX,Drugs (Biotechnology),Health Care,2834,United States,United States
"Syros Pharmaceuticals, Inc. (NasdaqGS:SYRS)",NasdaqGS:SYRS,Drugs (Biotechnology),Health Care,2836,United States,United States
"T2 Biosystems, Inc. (NasdaqCM:TTOO)",NasdaqCM:TTOO,Drugs (Biotechnology),Health Care,2835,United States,United States
"Tango Therapeutics, Inc. (NasdaqGM:TNGX)",NasdaqGM:TNGX,Drugs (Biotechnology),Health Care,2836,United States,United States
"Taysha Gene Therapies, Inc. (NasdaqGS:TSHA)",NasdaqGS:TSHA,Drugs (Biotechnology),Health Care,2836,United States,United States
"Tempest Therapeutics, Inc. (NasdaqCM:TPST)",NasdaqCM:TPST,Drugs (Biotechnology),Health Care,2836,United States,United States
"Tenax Therapeutics, Inc. (NasdaqCM:TENX)",NasdaqCM:TENX,Drugs (Biotechnology),Health Care,2836,United States,United States
"Tenaya Therapeutics, Inc. (NasdaqGS:TNYA)",NasdaqGS:TNYA,Drugs (Biotechnology),Health Care,2836,United States,United States
"TG Therapeutics, Inc. (NasdaqCM:TGTX)",NasdaqCM:TGTX,Drugs (Biotechnology),Health Care,2834,United States,United States
"Tharimmune, Inc. (NasdaqCM:THAR)",NasdaqCM:THAR,Drugs (Biotechnology),Health Care,2836,United States,United States
"Theralink Technologies, Inc. (OTCPK:THER)",OTCPK:THER,Drugs (Biotechnology),Health Care,2836,United States,United States
"Theriva Biologics, Inc. (NYSEAM:TOVX)",NYSEAM:TOVX,Drugs (Biotechnology),Health Care,2834,United States,United States
Tonix Pharmaceuticals Holding Corp. (NasdaqCM:TNXP),NasdaqCM:TNXP,Drugs (Biotechnology),Health Care,2834,United States,United States
"Tourmaline Bio, Inc. (NasdaqGS:TRML)",NasdaqGS:TRML,Drugs (Biotechnology),Health Care,2836,United States,United States
"TRACON Pharmaceuticals, Inc. (NasdaqCM:TCON)",NasdaqCM:TCON,Drugs (Biotechnology),Health Care,2836,United States,United States
"TransCode Therapeutics, Inc. (NasdaqCM:RNAZ)",NasdaqCM:RNAZ,Drugs (Biotechnology),Health Care,2836,United States,United States
"Travere Therapeutics, Inc. (NasdaqGM:TVTX)",NasdaqGM:TVTX,Drugs (Biotechnology),Health Care,2836,United States,United States
"Trevena, Inc. (NasdaqCM:TRVN)",NasdaqCM:TRVN,Drugs (Biotechnology),Health Care,2836,United States,United States
"TriSalus Life Sciences, Inc. (NasdaqGM:TLSI)",NasdaqGM:TLSI,Drugs (Biotechnology),Health Care,2836,United States,United States
"TScan Therapeutics, Inc. (NasdaqGM:TCRX)",NasdaqGM:TCRX,Drugs (Biotechnology),Health Care,2836,United States,United States
Turnstone Biologics Corp. (NasdaqGM:TSBX),NasdaqGM:TSBX,Drugs (Biotechnology),Health Care,2836,United States,United States
Twist Bioscience Corporation (NasdaqGS:TWST),NasdaqGS:TWST,Drugs (Biotechnology),Health Care,2836,United States,United States
"Tyra Biosciences, Inc. (NasdaqGS:TYRA)",NasdaqGS:TYRA,Drugs (Biotechnology),Health Care,2836,United States,United States
Ultragenyx Pharmaceutical Inc. (NasdaqGS:RARE),NasdaqGS:RARE,Drugs (Biotechnology),Health Care,2836,United States,United States
"Unicycive Therapeutics, Inc. (NasdaqCM:UNCY)",NasdaqCM:UNCY,Drugs (Biotechnology),Health Care,2836,United States,United States
United Therapeutics Corporation (NasdaqGS:UTHR),NasdaqGS:UTHR,Drugs (Biotechnology),Health Care,2834,United States,United States
"Unity Biotechnology, Inc. (NasdaqGS:UBX)",NasdaqGS:UBX,Drugs (Biotechnology),Health Care,2836,United States,United States
UroGen Pharma Ltd. (NasdaqGM:URGN),NasdaqGM:URGN,Drugs (Biotechnology),Health Care,2836,United States,United States
"Vaccinex, Inc. (NasdaqCM:VCNX)",NasdaqCM:VCNX,Drugs (Biotechnology),Health Care,2836,United States,United States
Vanda Pharmaceuticals Inc. (NasdaqGM:VNDA),NasdaqGM:VNDA,Drugs (Biotechnology),Health Care,2836,United States,United States
"Vaxart, Inc. (NasdaqCM:VXRT)",NasdaqCM:VXRT,Drugs (Biotechnology),Health Care,2836,United States,United States
"Vaxcyte, Inc. (NasdaqGS:PCVX)",NasdaqGS:PCVX,Drugs (Biotechnology),Health Care,2836,United States,United States
"Vaxxinity, Inc. (NasdaqGM:VAXX)",NasdaqGM:VAXX,Drugs (Biotechnology),Health Care,2836,United States,United States
VBI Vaccines Inc. (NasdaqCM:VBIV),NasdaqCM:VBIV,Drugs (Biotechnology),Health Care,2836,United States,United States
"Vera Therapeutics, Inc. (NasdaqGM:VERA)",NasdaqGM:VERA,Drugs (Biotechnology),Health Care,2836,United States,United States
"Veracyte, Inc. (NasdaqGM:VCYT)",NasdaqGM:VCYT,Drugs (Biotechnology),Health Care,2835,United States,United States
"Verastem, Inc. (NasdaqCM:VSTM)",NasdaqCM:VSTM,Drugs (Biotechnology),Health Care,2836,United States,United States
"Verde Resources, Inc. (OTCPK:VRDR)",OTCPK:VRDR,Drugs (Biotechnology),Health Care,1040,United States,United States
Vericel Corporation (NasdaqGM:VCEL),NasdaqGM:VCEL,Drugs (Biotechnology),Health Care,2836,United States,United States
Vertex Pharmaceuticals Incorporated (NasdaqGS:VRTX),NasdaqGS:VRTX,Drugs (Biotechnology),Health Care,2834,United States,United States
"Verve Therapeutics, Inc. (NasdaqGS:VERV)",NasdaqGS:VERV,Drugs (Biotechnology),Health Care,2836,United States,United States
VG Life Sciences Inc. (OTCPK:VGLS),OTCPK:VGLS,Drugs (Biotechnology),Health Care,2834,United States,United States
"Vicapsys Life Sciences, Inc. (OTCPK:VICP)",OTCPK:VICP,Drugs (Biotechnology),Health Care,2836,United States,United States
"Vigil Neuroscience, Inc. (NasdaqGS:VIGL)",NasdaqGS:VIGL,Drugs (Biotechnology),Health Care,2836,United States,United States
"Viking Therapeutics, Inc. (NasdaqCM:VKTX)",NasdaqCM:VKTX,Drugs (Biotechnology),Health Care,2836,United States,United States
"Vincerx Pharma, Inc. (NasdaqCM:VINC)",NasdaqCM:VINC,Drugs (Biotechnology),Health Care,2836,United States,United States
"Vir Biotechnology, Inc. (NasdaqGS:VIR)",NasdaqGS:VIR,Drugs (Biotechnology),Health Care,2836,United States,United States
"Viracta Therapeutics, Inc. (NasdaqGS:VIRX)",NasdaqGS:VIRX,Drugs (Biotechnology),Health Care,2836,United States,United States
"Viridian Therapeutics, Inc. (NasdaqCM:VRDN)",NasdaqCM:VRDN,Drugs (Biotechnology),Health Care,2836,United States,United States
"Virios Therapeutics, Inc. (NasdaqCM:VIRI)",NasdaqCM:VIRI,Drugs (Biotechnology),Health Care,2836,United States,United States
"Vistagen Therapeutics, Inc. (NasdaqCM:VTGN)",NasdaqCM:VTGN,Drugs (Biotechnology),Health Care,2836,United States,United States
Vor Biopharma Inc. (NasdaqGS:VOR),NasdaqGS:VOR,Drugs (Biotechnology),Health Care,2836,United States,United States
"Voyager Therapeutics, Inc. (NasdaqGS:VYGR)",NasdaqGS:VYGR,Drugs (Biotechnology),Health Care,2836,United States,United States
